category,word,sentence
Auditory Digital,distinct,The Annales have been generally regarded as the same with the Commentarii Pontificum cited by Livy but there seems reason to believe that the two were distinct the Commentarii being fuller and more circumstantial
Auditory Digital,distinct,Body wall membranous or calcified body cavity distinct
Auditory Digital,distinct,Hatschek treated the Entoprocta as a division of his group Scolecida characterized by the possession of a primary bodycavity and of protonephridia while he placed the Ectoprocta with the Phoronida and Brachiopoda in a distinct group the Tentaculata
Auditory Digital,distinct,The evolution of the arrangements for protruding the polypide seems to have proceeded along several distinct lines i In certain species of Membranipora the frontal membrane or membranous freewall is protected by a series of calcareous spines which start from its periphery and arch inwards
Auditory Digital,distinct,The Krumen form a distinct section of the community living in a separate quarter and preserving their tribal customs
Auditory Digital,distinct,From it we learn that the Meturgeman who was distinct from the reader translated each verse of the Law into Aramaic as soon as it had been read in Hebrew in the readings from the Prophets three verses might be read at a time
Auditory Digital,distinct,If what is here suggested really occurred it may be that this separation of London from the surrounding country originated the remarkable position of London with its unparalleled privileges which were continued for many centuries and kept it not only the leader among cities but distinct from all others
Auditory Digital,distinct,The walled city of London was a distinct political unit although it owed a certain allegiance to that one of the kingdoms around it which was the most powerful for the time being
Auditory Digital,distinct,Thus ends the Saxon period and the Norman period in London begins with the submission of the citizens as distinct from the action of the rest of the kingdom which submission resulted soon afterwards in the Conquerors remarkable charter to William the bishop and Gosfrith the portcity reeve supposed to be the elder Geoffrey de Mandeville
Auditory Digital,distinct,There were originally several distinct reeves all apparently officers appointed by the king
Auditory Digital,distinct,Distinct rank was accorded to aldermen and in the Liber Albus we are told that it is a matter of experience that ever since the year of our Lord at the sepulture of aldermen the ancient custom of interment with baronial honours was observed
Auditory Digital,distinct,From his writings it would appear that the offices of physician surgeon and apothecary were already considered as distinct professions
